jml_lantai,ruangan,luas (m2),harga
2,4,70.29,479686.92
0,2,41.65,395675
0,2,38.92,467040
3,3,57.36,629000
1,1,17.17,285107.85
1,2,34.99,244580
4,2,43.5,292755.87
2,4,87.61,534421
10,3,72,936000
2,2,34.73,429000
3,3,51.5,319300
4,4,73.26,791342
2,3,62.84,603264
0,2,47.88,569000
1,1,28.05,359040
3,2,48.13,649000
5,3,53.68,569000
5,4,55.46,402000
10,1,18,325000
0,3,51.17,729000
4,3,63.28,495000
8,2,36.8,502762
2,2,56,874000
3,4,70,483000
2,3,54.7,399600
2,3,55.5,388000
1,3,77.19,872734
1,3,61.2,728800
1,1,27.5,319000
4,3,61.11,649000
0,3,53,469000
2,3,53.98,569000
0,4,72.73,580000
1,5,110.43,872397
1,2,45.32,419000
0,3,56.31,460400
3,3,75.76,749000
2,3,50,429000
0,3,65,559000
1,3,64.99,662495
3,3,53.21,718335
0,2,36.4,311220
1,1,35.35,329000
0,3,56,630000
4,2,39.89,559000
10,1,18,335000
1,7,165.07,1353574
2,4,93.54,1458300
10,1,63,999000
2,3,103.03,1494370
5,4,75,584000
0,3,57.46,545295
4,2,32.68,303924
6,3,69.48,870600
9,4,117.31,1618878
0,3,53,370900
1,3,54.75,563925
0,2,50.35,589990
0,4,92.62,896253
4,1,27.41,319000
3,2,44.18,410874
5,3,65.73,584997
2,2,46.68,419000
7,3,64,690000
2,1,27,399000
1,1,38.39,349354
0,3,64.9,811250
1,2,50.41,346934
4,1,26.27,290000
4,2,32.5,245000
4,3,72.3,729000
5,3,59.72,549000
2,2,50.13,561456
5,2,22.62,311810
3,2,40.16,429000
5,3,68.66,589000
6,3,75.93,933939
2,3,49,500683
10,4,165.4,5239220
0,2,39.62,292395
0,2,52.43,372253
3,3,59.9,713685
3,3,72.58,581078.38
1,2,43.31,511058
5,2,47.4,413737
5,1,29.07,363400
0,4,96.34,977528.76
1,3,61.22,737272.46
1,4,91.84,898261
1,3,49.42,499000
5,3,74.42,749000
0,4,113.3,995000
2,2,40.99,469000
5,3,53.68,569000
2,3,68.51,696062
1,5,107,692000
0,2,44.75,416175
9,2,40.3,527184
5,2,21.46,310383
1,3,45.48,330048
6,3,57.11,549000
3,2,34.25,255163
1,3,70.1,511730
10,2,45.8,738185
0,1,34.43,299000
6,4,120.69,1798281
4,2,36.64,433000
3,3,52.02,438000
0,2,32.86,259594
4,2,31.44,531729
3,3,75.3,749000
5,3,62.45,539000
3,3,70.07,709000
1,3,82.55,693420
2,2,39.07,469000
0,4,88.83,759300
6,2,42.26,604900
1,1,17.17,231795
2,3,63.55,425785
1,2,47.76,422676
4,2,46.67,554439.6
1,2,45.24,517329
5,3,67.54,699000
0,2,45.48,335120
0,3,68.21,532168
2,3,53.98,569000
2,2,49.34,456148
0,3,76.7,769100
4,3,58,475000
4,2,43.93,635100
2,3,71.97,1093944
10,3,79.41,884000
2,3,56.78,428689
4,3,65,682984
2,3,84.55,963819
1,3,50.64,486144
4,1,27.29,313845
1,3,49,500683
6,3,52.71,437493
3,3,63.93,655000
2,3,65.36,565429
1,2,42.8,278200
6,2,38.71,392907
10,4,83.27,980254.44
5,1,25,342000
6,2,40.86,519000
3,3,59.21,716441
2,4,58,482000
2,3,52.34,379000
0,1,27.74,390800
2,1,36.17,506380
2,2,37.23,282900
3,3,63.49,628551
10,1,29,620000
0,3,51.91,378943
1,2,35,527000
4,2,49.46,399000
1,1,30,330000
0,2,39.56,352084
1,4,91.76,949000
2,2,40.05,388485
4,2,45.32,439000
1,4,126,449900
3,3,68.08,1133532
3,3,57.36,629000
5,1,33.28,429000
1,4,78,639600
2,2,34.74,429000
1,1,32.8,285360
6,4,84.17,759000
0,3,56.31,460400
9,2,40,515000
6,4,116.83,1883000
1,3,56.62,429746
0,2,40.5,310000
6,3,82.41,1013643
2,1,33.28,429000
6,3,59.72,549000
3,3,74.8,897600
2,1,35,468000
0,3,53.17,473213
5,2,44.21,419000
5,1,36,390000
4,4,91.36,889574
4,2,34.5,260000
6,2,47.23,565000
3,3,61.82,563304
2,3,51.98,449000
0,4,79.65,686742
3,1,34.67,485380
1,4,91.76,899000
2,3,76.38,539000
1,3,66.23,443741
4,2,28,391720
3,2,38.83,631453.46
2,3,57.36,619000
5,2,46.7,439000
1,4,103.93,770000
2,2,59.79,412700
1,3,75,695500
2,3,50.59,657670
0,2,49.2,314880
10,3,93.51,1089000
4,3,57.6,475200
0,3,52,445000
10,2,39.16,489000
1,2,38.1,339090
1,2,44.13,314850
4,2,32.68,303924
8,2,51.11,723534
1,3,76.99,685211
0,2,46.59,475218
2,1,13.44,169410
1,3,61.2,728800
3,1,28.2,360000
9,3,68.72,979604
5,1,33.28,429000
6,4,92.04,948196
1,3,75.04,862960
6,3,60.08,593710.56
2,3,69.89,734264
10,1,20,333000
4,1,32.42,288538
2,2,42.53,387023
1,2,39.46,343302
1,3,57.69,524979
3,4,88.01,1012115
2,4,96,3258880
1,3,56.05,465495.25
1,3,64.66,381998
2,2,47.87,440404
8,2,47.95,583891
4,2,53.83,728776
3,2,52.89,640600
2,3,65.05,481370
1,3,59.44,411788.19
2,4,97.67,886062.24
0,3,69.24,477756
2,2,58.19,546753.24
2,1,15.68,228224
3,1,31.69,282041
2,2,41,433000
2,3,62.61,406965
4,3,51.2,317440
2,2,38.5,428000
0,1,27.51,385140
2,4,79.9,789793
1,4,156,2399474
5,1,33.28,429000
2,2,39.31,404893
2,4,87.49,1294852
5,2,53.84,579000
1,1,33.17,364870
4,2,44.6,460103
3,3,66.16,502816
2,4,94.6,839500
3,4,65.64,590760
4,3,73.16,599912
10,1,18,345000
4,3,68.88,530376
3,3,57.36,629000
10,1,18,235000
4,2,35.43,272811
5,3,62.55,695941
1,3,60.23,519000
4,5,120.31,1034600
0,3,66.81,487713
5,2,44.25,449000
6,3,51.17,690795
1,2,40.97,391263.5
0,2,55.91,385052
3,2,55.55,527170
5,2,40.86,519000
1,4,80.88,602556
0,4,75.52,607936
1,4,88.73,719000
0,2,44.64,321363
0,2,47.45,537111
1,3,62.28,499000
2,2,40.99,449000
3,3,69.64,709000
2,3,48.82,356386
7,4,73.26,854144
1,2,51.01,337623
1,3,68.02,605378
1,3,60,400600
1,4,70,485318.5
5,4,103.67,845650
1,1,36.13,853390.6
3,2,53.29,536512
1,2,52.95,603800
0,3,59.58,459000
4,4,86.2,678515
2,2,56.45,454423
0,4,100,890000
0,1,25.5,293250
4,4,65.64,617016
1,3,53.21,492192.5
5,4,110.84,1063627
1,3,68.75,481250
0,2,35.03,399000
3,3,88.02,1021032
0,2,42.2,470900
3,2,38.97,469000
8,2,43.06,528900
1,4,93.69,1386300
0,3,67.43,393797
2,1,30.62,290890
0,1,30.47,367700
0,3,54.71,384677.18
0,4,83.32,748963
0,3,55.27,480849
3,3,74.42,749000
5,4,67,468400
1,3,57.77,670132
2,3,53.96,379403.78
8,3,63.5,691625
4,3,54.36,569000
3,2,44.99,409409
4,4,59.49,565155
0,1,35.53,262211
1,2,51.01,337623
5,4,91.84,936485
2,1,30,427750
5,2,36.4,321000
10,3,111.16,3371040
2,5,129.81,759380
1,3,56.24,495000
4,1,50,651321
8,2,46.7,429000
4,3,109.13,1296464.4
1,3,46.02,451773
3,2,63.43,586728
5,2,40.79,453000
2,4,97.75,625238
3,3,61.11,649000
3,3,57.1,539000
5,3,72.4,868800
7,3,57.52,549000
4,3,54.66,569000
1,3,58.18,497439
1,4,64.66,381988
8,2,46.62,576335
0,2,39.43,370642
6,2,52.91,728800
3,2,45.04,438000
1,3,58.6,762400
5,3,75.93,933939
2,3,64.17,487692
5,4,110.84,1064600
1,2,39.39,362388
3,3,70.05,532380
5,1,33.62,408697
5,3,58.06,566593
2,2,36.13,308912
0,2,35.03,399000
0,3,66,497874
0,2,45.03,441294
6,2,41.31,591300
5,5,180.98,2624210
2,4,94.57,839000
0,2,41.12,359800
2,1,28,407305
5,3,55.2,509000
2,3,71.97,1093944
0,1,35.43,399000
2,5,159.17,669000
0,3,66.1,832529
1,1,32.79,288999
0,2,55.68,473280
3,2,39.21,348969
1,4,91,593000
1,4,84.17,679000
10,4,113.97,1456163
2,3,51,424000
3,4,68.74,570542
1,3,57.21,425000
2,2,38.66,335000
4,3,72.97,749000
3,3,69.78,526839
3,2,46.54,419000
1,3,77.19,872734
3,2,34.74,429000
4,3,56.05,560500
0,2,56.17,387573
4,2,51.01,354647
5,1,25.5,289000
1,2,37.3,287210
1,2,43.31,498065
4,2,35.75,320000
2,3,57.43,519000
5,3,60.08,587221.92
1,2,45.24,517329
1,3,73.7,704600
0,1,15.69,218564
6,2,41.13,452430
0,4,100.61,799000
2,2,34.73,429000
5,1,16.04,227000
2,2,65.27,483200
1,3,59.53,622088
5,2,44.6,468300
2,3,82.11,689724
1,4,88.73,719000
1,3,60.37,437683
3,2,40,376900
2,2,40.96,469000
0,4,84.17,759000
4,1,27.29,319293
3,1,35.88,452088
3,4,71.14,490866
2,3,53.2,329840
3,2,44.21,409000
2,3,51,569000
2,3,71.27,546806.25
2,3,53.17,478530
4,3,59.3,810701
0,3,56.31,460400
3,1,32.4,288360
3,2,50.1,547400
0,3,69.48,740000
2,2,48.3,525000
3,3,48.45,448162
1,1,33.29,886179.8
3,2,53.34,416052
4,3,70,709000
1,2,42.67,529108
10,4,94,1050000
2,3,62.18,621800
0,3,58.02,472863
3,2,42.06,394824
2,4,96,1050000
8,2,50.28,715888
8,3,82.68,1058304
4,3,55.23,479000
6,2,46.7,439000
1,3,56.43,553014
7,3,69,750000
2,2,54,598000
3,2,42.19,395922
3,2,55.48,486567
2,2,42.31,310978
7,1,20.35,265000
2,2,50.02,548000
2,3,74.95,667066
3,3,70.07,709000
1,3,57.2,383240
1,2,55.08,548000
2,3,57.43,519000
6,2,46.7,439000
0,2,39.54,300504
2,2,51.11,664604
3,3,67.55,709000
6,2,33.24,363321
4,2,43.9,449000
0,3,60,390000
3,3,56.05,554895
0,3,50.76,569000
4,2,45.76,472000
4,2,46.04,499000
6,1,31.2,450000
1,4,84.5,726700
2,3,50.8,549000
5,2,39.04,559000
0,6,114.86,790000
3,2,62.18,621800
3,2,34.96,365332
8,3,60.16,771552
2,2,35.75,266338
1,2,50.37,580000
4,1,25.98,241614
3,3,53.98,569000
2,2,34.73,429000
8,2,47.75,442054
2,2,37.98,338022
4,3,54.67,560000
1,4,69.83,485318.5
4,2,50.1,415830
3,2,40.58,369278
8,3,60,676400
1,2,55.52,619048
8,3,59.6,678500
4,2,50.06,488085
4,2,44.08,579000
2,3,73.16,570648
0,2,50.13,555044
0,2,51.8,856062
2,1,19,234000
2,2,53.85,673264
1,3,61.22,737300
3,3,57.77,548815
1,2,42.53,382770
10,4,86,1237000
1,2,44.36,355004.21
1,2,44.08,639000
1,3,66.31,530799
4,1,28,375000
1,3,73.16,559674
1,3,85.19,791244.72
3,2,39.21,348969
0,4,80.67,782499
10,2,38,628000
1,2,379.52,347776
1,4,8065,544169
0,2,38.21,294217
3,2,46.54,419000
0,3,82.16,707500
0,2,42.33,393669
5,4,89.67,722300
4,2,35.43,272811
6,4,100.22,1731500
1,1,16.41,225637.5
0,3,60.01,475250
3,3,63,740000
0,2,42.43,513403
6,2,44.26,449000
9,2,39.8,516486
5,3,62.66,549000
3,5,138.94,1974879
5,2,46.03,499000
2,2,48.15,597060
0,3,59.08,449008
2,2,40.86,499000
0,1,25,360503
2,3,54.12,520000
3,3,51.17,665210
0,4,74.45,640270
1,3,64.95,542332.5
2,3,77.52,1938000
1,3,64.95,542332.5
1,2,52.01,426037
2,2,38.5,285500
2,3,114.33,862734
10,4,118.7,3522171
0,2,40.86,529000
1,2,33.55,301950
1,2,37.67,602343.3
2,2,43.31,519720
10,3,61,802000
3,4,79.9,790204
3,2,39.13,499000
10,3,51,638000
1,2,35,565000
0,3,51.17,619000
5,1,36.5,436187
1,3,62.45,519000
0,5,107.23,851000
6,3,57.81,539000
8,2,39.76,503701
3,3,51.2,317440
0,3,56.93,448836
4,3,51.79,372888
1,2,33.6,402684
10,4,94,1050000
5,3,80.58,779000
4,2,35.57,423283
0,2,47.07,489528
3,3,51.41,457549
4,4,59.49,553257
3,3,49.05,308997.34
3,2,47.88,558000
6,1,27.34,382760
4,2,35.27,359000
5,2,46.72,449000
2,3,77.22,687258
2,4,66.32,470872
6,3,67.79,774000
3,4,110,879200
0,4,65,650000
1,2,52.95,603800
1,3,45.48,330048
5,4,66.07,472401
1,2,40.2,439000
0,2,45.6,300960
2,2,39.18,469000
1,3,52.22,417760
5,3,88.9,1057910
4,2,36.74,323000
3,3,74.05,749000
3,2,39.4,411739
4,3,91.36,849648
4,3,82.44,692496
1,3,60.23,519000
4,2,44.84,504300
3,3,48.77,416983
0,1,20.01,260130
2,3,53,590000
2,2,37.63,334907
2,3,51.05,459450
1,2,35,565000
3,2,40.59,397782
5,1,33.62,407000
2,3,64.95,545900
1,1,38.94,506220
4,3,70.04,546312
2,1,35.72,303620
0,3,60.82,549000
3,1,42.32,385112
1,2,49.95,570765
10,3,50,638000
3,2,35.56,273812
1,2,44.08,549000
2,2,38.3,428850
4,1,27.3,317995
3,4,70.17,486123.43
6,3,90.92,1081948
1,3,65,654100
1,3,72.46,854900
1,2,52.2,423000
5,4,70.84,630476
5,3,66.1,895589
4,3,48.51,445608
2,1,25,366560
4,3,69.67,709000
1,2,43.75,682500
2,3,64.9,669324
10,2,42,671000
1,3,68,624990
2,1,31.29,260000
1,3,61,572999
7,1,37.56,563400
8,1,27,402500
0,4,79.29,479704.5
3,3,83.94,990500
7,2,38.86,369000
2,2,56.86,392334
1,2,50.14,531484
5,5,82.5,1089000
7,2,43,467000
1,1,34.13,325941.5
1,2,45,468000
0,2,44.28,280000
3,2,46.99,429000
3,2,53.17,693100
2,2,35.92,915000
1,2,42.25,401375
0,4,80.67,782499
7,2,44.77,524528.01
3,3,51.55,467900
4,1,36.52,529540
4,2,47.6,952000
0,3,62.08,776000
1,3,59.95,512572.5
2,1,33.91,474740
3,3,62.45,529000
2,1,29,333000
2,2,45.06,451000
0,1,29.3,348700
0,2,42,306000
5,3,46.35,672075
1,3,63.6,400000
5,3,71.98,748880
4,3,57.13,471322
1,1,26.11,697000
0,2,32.8,369000
3,2,54.73,561529.8
2,1,38.51,319633
1,1,34.46,365965
4,3,78.84,779000
0,1,29.01,341400
0,2,39.44,486300
1,3,54.19,552738
1,3,63.55,587837.5
1,3,64,498147
0,2,47.39,417032
9,3,50.7,642713
4,2,45,600000
0,1,25.27,230000
4,3,69.64,709000
2,4,95.36,1096640
1,2,35,444500
0,5,94,670000
3,4,66.5,871200
6,3,64.89,699000
2,3,68.09,606001
0,1,42.17,379530
2,2,38.65,343985
6,3,72.46,946300
4,2,37.78,290906
1,5,163.89,2868075
6,2,50.39,602800
4,3,51.2,317440
7,2,50.44,722217
0,2,42.15,472544
1,4,73.46,578233
0,3,60.25,617563
3,3,71.71,530654
1,4,70.29,472419.06
7,3,63.4,674000
2,3,52.34,399900
4,2,54.58,398434
3,4,60.66,720338
2,1,20.37,280000
2,4,70.26,491820
3,4,74.82,392796.02
5,4,83.06,558000
2,4,68,464059.05
1,2,38.22,285000
3,4,101.16,1072296
5,4,110.43,1159000
2,3,68.89,496008
1,3,65.39,379000
0,1,38.72,302016
1,3,65.43,634671
2,3,62.6,669100
6,4,173.18,1600010.02
1,2,44.51,442875
3,3,48.64,359936
2,3,68.94,540433.07
9,5,99.52,1117808.64
2,1,27.25,267050
7,2,43,467000
4,3,62.9,459283
2,2,40,529000
0,5,95.71,790100
1,3,64.95,542300
0,2,38.61,463320
6,3,52.71,437493
0,3,72.55,804400
0,2,45.9,302940
2,3,70,649500
1,2,45.24,517329
7,2,53.6,760015
6,4,89.5,896299
5,3,69,589000
7,2,51.11,713712
0,3,65.79,650926
3,2,52.89,640603.68
5,4,80.06,617614
2,2,35,399900
5,3,55,400000
2,2,40.61,402039
0,2,38.91,377427
1,3,61.57,769625
3,2,34.58,295000
4,3,70.45,499900
2,3,70,709000
4,4,66.87,655326
1,3,51.67,559000
1,3,52.4,324880
4,1,35.22,249950
5,4,59.5,791350
1,2,44.21,399000
1,2,46,275855
4,2,45.14,489000
0,4,79.84,540732.67
3,3,77.67,540100
3,1,34.13,296931
1,1,34.66,260053
10,3,60.04,726243.84
2,2,40.72,354264
2,1,40.12,533596
2,3,64.68,575652
5,2,43.46,488000
3,3,47,386066
1,4,91.76,1099000
4,2,31.03,378566
6,2,47.29,565715
0,4,104.23,1511335
5,1,77.57,954111
0,3,62.84,615832
10,3,52.7,706716
1,2,40.39,296866
0,2,49.46,399000
0,2,37.24,283024
1,4,80,685887
1,2,45.04,465900
0,1,28,380000
6,2,44.39,599000
4,2,45.26,426000
5,3,80.58,779000
3,1,38.63,324492
0,2,41,376900
5,2,44.6,468300
5,1,24.32,241110
2,2,45.04,450000
0,2,46.59,475218
0,3,64.89,699000
2,3,50.59,657670
6,2,51.45,466239
0,3,68.89,475341
2,3,44.1,317520
5,1,24.89,286235
3,4,68,471090.12
8,3,59.6,679445
8,3,74.05,947840
4,3,56.93,448836
9,3,60.08,707261.76
1,3,62.28,519000
1,3,59.17,428982
4,2,49.45,479000
2,4,67.72,663656
5,4,90,872100
4,4,66.87,662013
8,3,63.5,688400
5,3,55,575000
5,2,39.04,559000
10,1,18,335000
0,4,67.5,556875
0,2,42.37,474700
1,3,60.73,470500
0,4,81.4,750000
10,3,97,1240000
1,3,55.03,505285
0,4,109.76,1745184
1,2,54.84,712300
2,2,50,699999
7,2,42,538362
3,2,53.58,720492
0,3,68.71,618390
1,2,47.87,430830
3,3,69.67,709000
0,4,80.88,590424
5,4,50.87,741530
2,2,46.54,419000
2,1,26.91,249000
3,2,47,429000
2,3,53,397500
1,1,26.44,239788
0,3,64.06,493100
1,2,34,313900
2,3,57.69,530748
1,3,60.25,503690
5,3,73.28,606128
3,2,34.74,429000
3,4,80,798106
2,3,64.17,545445
3,2,51.01,355952
4,3,59.84,535568
2,3,62.84,615832
2,3,67.08,583596
2,3,74.37,699000
5,3,55.01,375500
0,4,61.61,603778
5,4,86,1289000
2,3,69.67,709000
0,4,109.76,1745184
2,2,39.96,449000
4,3,58.33,522000
4,2,29.79,409612
1,2,36.72,313956
2,3,75.86,749000
2,1,32,350000
1,3,53.84,559000
10,1,18,235000
5,4,90.7,1027631
3,3,53.16,366804
5,2,36,487000
1,2,46.78,534543
1,5,106.78,1019749
0,2,48.33,459000
3,2,37.45,445000
1,3,61,573000
7,5,99.52,967334.4
1,3,59.82,449980.26
3,1,16.5,294277.5
3,3,72.46,895800
4,3,66,703312
4,2,45.75,531981
1,4,88.73,749000
2,3,64.25,473651
1,1,25.53,293595
6,1,37,500000
5,3,68.66,589000
0,4,83.32,748963
0,1,31.88,363500
1,2,43.36,425000
1,4,91.68,1377300
5,3,60.23,539000
10,4,180,5829119.66
4,3,74.05,749000
0,2,47.45,531793
7,2,44.21,429000
5,2,46.5,488250
0,2,42.4,474700
8,2,36.14,395000
3,2,34.96,361836
4,4,60.66,788580
1,2,38.95,856900
4,2,41.65,387345
6,2,41.88,658500
10,3,64,999000
3,4,67.14,604260
0,3,76.83,465788.02
4,1,15.76,242500
0,2,44.37,399000
10,2,36,405000
0,2,49.95,559812
4,2,36.14,372800
2,2,58.78,619000
4,2,45.14,489000
1,3,77.76,742997
0,4,115,1115000
0,2,58.39,548179
0,2,43.9,489000
5,3,73.88,749000
2,2,50.97,368920.88
0,3,58.73,734125
10,1,37,609000
4,2,31.9,438625
1,4,70.68,473556
5,4,61.45,688240
1,2,51.12,549540
7,2,42,528000
1,2,40.8,395760
0,3,55.2,489000
2,2,48.57,825690
2,3,74.67,749000
6,2,38.86,359000
2,4,65,435500
1,3,65,708590
1,2,47.4,355737
0,3,55,374000
4,3,84.77,720545
6,3,66.74,600660
2,3,51.2,317440
1,3,57.36,589000
5,3,75.34,670526
6,2,45.14,499000
0,3,48.6,295974
0,2,48.5,383500
1,2,53.85,663315
1,3,63.28,648620
4,3,65.92,586688
10,2,50.66,1413899.83
2,2,45.5,419000
2,2,44.76,334586
6,4,100.22,1731500.94
3,3,50.18,385000
6,2,51.49,677015
1,3,59.9,575040
2,2,41.02,430710
4,3,56.05,433000
5,3,67.9,675893
5,3,57.78,539000
6,3,63.5,689000
2,1,25.9,234000
6,2,44.26,419000
1,2,45.14,489000
3,3,64.89,689000
3,4,68,564000
4,2,39.07,469000
0,2,46.72,449000
2,4,81.3,710000
1,3,52.57,762212
0,2,44.62,437276
1,2,48.69,389520
3,2,40.85,378180
0,1,35.35,319000
10,2,45,720000
2,2,55.3,733300
1,1,36.14,578240
2,3,69.89,734264
3,4,66.84,604902
9,4,86.98,1174230
1,2,40.58,343000
4,4,73.3,791100
2,4,92.04,897300
2,3,69.78,523350
3,3,72.1,679000
6,3,59.72,549000
4,2,38.86,379000
0,2,43.35,392905
4,3,48.73,560000
4,2,43.9,479000
1,1,27.75,258075
3,2,46.69,429000
5,2,38.49,419541
3,3,73.16,588938
1,1,28.8,395000
2,3,53.21,492192
4,3,75.3,749000
2,3,56.64,555072
1,3,64.45,470485
2,1,37.65,599000
3,3,63.08,542488
1,1,40,538520
0,3,53.33,579000
6,2,46.7,409000
6,2,53.85,713063
5,4,61.45,682095
0,2,38.6,277000
1,3,60.54,957137
0,3,57.6,439000
2,4,91.58,1190540
4,3,53.84,529000
4,3,78.59,779000
6,3,63.41,494000
3,2,54.15,495495
7,3,68.66,599000
3,3,84.97,1317035
6,2,55.13,580200
2,3,50.59,657670
1,2,46.47,420553.5
2,3,62.2,429180
2,2,50.73,618900
2,4,92.74,1358000
8,4,97.9,1468500
1,2,46.43,359000
0,1,24.89,291213
0,2,32.71,318000
10,1,18,264000
3,4,77,574000
2,3,58.31,991270
1,3,68.64,549000
1,3,60.23,519000
0,3,62.84,615832
0,3,57.11,549000
3,4,84.17,729000
2,3,51.83,487202
0,2,36.72,332316
3,3,48.45,448162
2,2,42.5,529400
5,2,45.32,449000
6,3,64.89,699000
1,1,16.5,222700
4,1,31.74,282486
1,1,37.31,652925
1,4,88.73,749000
3,2,48.96,445536
1,3,53.99,599000
0,3,55.2,489000
3,3,55,393300
1,4,76,544000
4,3,69.76,481344
1,3,82.44,692496
2,3,62.84,615832
5,3,59.1,539000
1,4,58.67,563232
4,5,98.66,739950
3,4,61.89,445608
0,2,45.5,449000
3,2,40.32,319000
3,2,62.51,812630
5,1,35.77,518665
7,3,52.45,734300
1,3,49.87,483739
2,3,78.59,779000
0,2,43.8,534360
5,4,61.45,682095
2,2,33.67,188000
1,2,43,440000
3,2,46.7,429000
0,4,109.32,1738188
2,5,78.89,610000
1,4,74.19,597229.5
8,2,36.7,502763
1,5,144,997456
8,1,27.47,396632
1,3,62.28,499000
1,4,91.76,899000
1,3,52.34,433018
1,3,49.85,463605
8,2,39.7,499999
2,1,31.58,635389.6
0,2,39.54,298000
10,1,20,333000
0,3,60.37,759000
6,3,57.5,539000
0,2,47,437100
4,1,33.28,429000
1,3,64.89,639000
4,3,57.43,529000
3,3,87.03,827133.12
3,4,96,1068000
1,3,70.4,560000
2,2,45,690000
3,3,46.02,483072
3,3,51.4,370080
1,4,82.43,756707.4
3,3,64.89,689000
6,3,67.9,709900
5,4,78.6,549000
7,2,44.21,429000
6,3,60.22,549000
1,3,64.1,717920
2,3,50.8,549000
3,3,68.66,569000
0,5,82.91,771063
1,4,76.11,646935
6,4,99.52,940464
1,3,59.72,519000
1,3,68.64,549000
1,2,46.54,419000
2,3,67.55,649000
0,2,45.12,442176
1,5,109.62,910847
2,2,46.5,590550
3,2,52.4,324880
0,4,87.28,626495
2,2,45.4,425000
0,1,35.43,399000
0,1,34,285000
10,3,93,1061400
10,3,61.72,715952
6,2,38.86,359000
0,2,40.56,377208
3,3,112,1348629.63
7,3,79.02,1066770
6,3,87.03,836532.36
5,1,24.39,241792
1,1,16.5,273982.5
0,1,25.97,241521
4,3,60.22,539000
1,3,76.38,539000
2,2,45.86,393000
4,3,49.87,425000
10,2,36.5,417925
1,3,71.1,691092
1,3,63.34,532056
8,3,74.37,877566
1,4,84.17,679000
1,3,70.07,651500
8,3,55.2,519000
3,4,84.17,729000
10,3,63.6,735900
0,3,56.31,460400
10,3,63,999000
1,2,46.8,534500
2,1,28.1,375000
0,4,120,1075000
4,3,72.46,913700
1,2,44.26,419000
1,1,27.79,395000
0,2,43.5,392000
1,2,55.56,475038
1,2,31.62,448000
5,2,38.86,359000
1,3,64.95,545580
1,3,65.15,499300
3,2,35.27,469000
0,2,41.92,355000
1,3,57.36,619000
3,3,57.54,500110
3,3,75.3,749000
2,3,52,322400
2,2,46.01,275856
2,3,53.21,492192
2,3,69.89,734264
0,2,42.15,969000
1,3,59.24,716804
6,2,42.26,604900
0,3,66.02,653598
2,2,52.93,476370
0,4,77,771000
3,3,82.08,689472
1,2,34.48,329000
1,3,53.7,443490
1,1,29.25,359000
1,2,42,414119
1,3,70.07,651500
2,3,64.99,669325
5,3,69.84,709000
1,3,58.05,696600
1,4,70.62,523750
10,2,37,425000
0,3,60.16,505344
2,4,91.68,1406300
3,3,63.43,669200
1,3,57.36,589000
10,3,61.29,800000
2,3,67,595000
2,3,59.8,595010
8,2,36.7,502763
5,1,28.98,333270
1,3,57.99,529202
10,4,83,1100000
3,3,50.18,385000
0,1,29.22,422300
5,3,74.05,749000
1,1,36.26,279202
4,2,28,391720
8,4,108.11,1288491
1,4,80.02,599000
0,4,88.73,769000
2,3,71.68,845824
2,3,70.21,610827
5,2,52.91,720400
5,2,36.7,399000
1,1,26.69,346970
4,2,46.54,429000
10,2,41.78,519000
1,2,52.95,603800
3,4,84.17,749000
1,3,59.72,519000
1,2,45.48,330048
5,2,46.54,429000
3,4,70.44,626916
1,2,37.3,287210
2,1,36.17,506380
0,2,40.23,302000
5,2,28,369150
4,2,34.34,269000
1,2,39.45,351105
0,2,38.21,284665
5,3,150.31,2179495
1,3,62.46,694472.89
1,2,38.6,387528
2,4,93.64,1438300
2,3,60.22,529000
4,3,69.48,824400
5,3,64.89,699000
1,1,24.41,240737
0,3,62.95,374772
4,4,100,895000
2,3,58,812000
3,3,74.37,749000
4,2,39.07,469000
0,2,46.63,456974
1,3,59.53,622000
2,3,71.89,517608
2,4,86.89,999235
4,2,39.18,469000
4,2,45.75,537301
1,2,51.49,629781
4,3,64.3,434072.58
3,1,35.73,500220
3,2,36.8,389000
5,4,110.84,1064600
5,2,44.21,419000
3,3,50.98,360000
1,2,49.49,565929
3,3,55.66,657000
4,3,67.62,605200
1,3,67,578534
3,3,88.9,1022350
0,3,53,559545
0,3,58.59,735100
0,3,62.95,374772
7,4,96.77,1115730
1,1,26.15,269900
1,4,69.83,485300
2,3,65.43,566035
1,3,64.89,639000
8,3,68,989000
2,3,62,598000
8,4,81.43,864900
8,3,58.63,840604
4,2,36,268637
4,3,63.66,636600
2,2,41.08,335900
5,2,44.6,468300
0,2,38.92,467040
6,2,51.45,466239
0,3,58,429000
2,4,70.67,586561
2,2,38.97,469000
0,3,47.56,456576
0,3,51.41,452408
0,2,47.45,531793
0,2,54.87,395064
10,4,150.4,4213160
5,3,62.7,511350
10,1,18,339999
3,3,84.55,980780
1,3,68.87,513081.5
10,1,20,325000
3,3,53.98,569000
10,3,93.51,1061000
0,2,43.9,489000
9,3,60.04,706790.88
2,3,77.67,532200
4,3,51,359500
2,3,62.31,519000
3,3,82.28,888624
2,3,72.3,729000
1,4,71.3,595355
1,3,40.97,391269
0,4,75,555000
7,2,38.86,379000
0,3,61,529000
0,4,87,499000
4,3,55.23,479000
3,2,46.69,429000
1,2,42.21,395000
0,3,70.28,864900
7,3,75.93,971904
0,1,29.4,213620
1,3,67.44,440736
1,3,64.2,555330
2,3,74.95,667055
